MainOP,Option,Measure1,Measure2
7p8xVU7hc5wSPh7X9c,TEgm2,0.65008,-0.947
gfsNVm7lCabVf1c3pm,"ZqZ3VhY,eoPK1,UdtZOU,ep0aRjRwuy,zxArlK47q,yDFpY00djk,Fahj0yQ6,jIgs8h,19MwyV,FGlY7eDm5",0.56737,0.22
27tlVI8tzhSpPHxr3eqd,"N4mhob8u0,4G8cV6,zdpVVAzy,rcS2aQYM8",0.81273,0.539
ZwVarfugy4B,"vakrxUJx,pFjpReSnZ,asQN5I,yiNmZ",0.84289,-0.315
lw4m6d8,"oZS0NyXyr,4nMV1y,ruP0zGwth,0gUe5,dQYpZ,Q9YYcV,jxyarNCzrt,uhzjKmlA7g",0.94261,-0.084
uo2sBB9cMHQNRvoW,"SxNhv4hMN,aNfgk2q,74hNG,3BWuAr,WRHQC,Sq1EGMr,7AhH00Ob,4ZDc26f,tgR2Wvh0,fdeuswBo",0.66176,0.16
aPdiBOIi3F8qa,"226cRS,VfDl5zH3x,83SxBV0lE9,3dkhuL302",0.82396,-0.608
RwM3Rahqj5Yp8mI,"2H1CBveBxT,lNNLx,MwV8ZS,qEe1Kw8F",0.72573,0.14
1GZRhDROW,"JrrM1d1Yj,sL1drgl,GUqAnGgw1G,cVpgRTrz,RIKdxPnjL,LX1eVzHTbF",0.8897,-0.885
is0xJfJ5fAmJ7rVap,"U7mgC,Soys2TQJW",0.06039,0.214
uxGoMOT8a,"KlyR74F6Wg,Fn6Tg,TjVoz,VNnT0Pl,mnJoCKpEX",0.1911,0.71
up9sU49im,"D9qqWoh,BZdEsSZ9,5egFa6g46q,oTBVLsSAA,rUKgo1,CW6iHa,Wq7MjngA4t,9AAvRAlo,wSQIYleHu",0.5115,-0.65
RYrC4AsM0r5KyI7R,"mE6qaz,tucnhO45ps,sYYd6CDg,X0SQs0LENu,OMkn2hPkR,fDyCFbEy",0.9806,-0.015
4tAsstO72v8WHk,"S0oEqoGmyC,s6zQ1KvcZj,PBoiisy7EX,raUvuwhjr,eqqEFUd,2aIp4,VCfxqqJoQ,148FERq",0.4385,0.306
M5dd9xR,"0MrNFNEZV,eeceTH3A,Ss88TUgsWV,k81N0VKOGH,kuWXk",0.86854,-0.172
UuPTrD4YrqUikdu,"wpMSe,AOrhb,ILFCLmdzuD,bVVWUAd,jCBI1OW,gTDNzlRHcO",0.16785,0.445
4x0eawxND,"oT0jRoGeXw,pseNp45,rZB8bSU4,urRhfWT,E6UrI05,da8ATPqkq,FVxx7ObkES,wbG6vTa5,6SJHmaj,PvoD3Ntdl",0.21912,0.054
wwgGmq4ocUHFZWBmtC,"fKNtDiQw,9VyXtZXEiu,lhrwGNv8,kKNT8D",0.61256,0.257
zgFG32Kg9ULWlKMptb,"8ySL2HODmR,vWxy70w,wDnnfT,C2IGC,5mVl8yH,z54Oh1kT,HHWanUf",0.23933,-0.134
F4ia1f8C9btv7Oex,"MoAGBjbc,AWm1D4MZ,C6njrN3XMW,QUTnVeDeps,CGVn6b",0.6572,-0.545
MZMXAtgMebsswP,"vqGtb,0sDAI3,KaxjK9qQM,e7Ct8c,DN40uxPnAX",0.68641,-0.318
NwxCRCejZPVMxtov,"fIBvf4,2LT57mml,c0SFzt,8jF4OJZy,foNj0l,ywHdE3eniy,vKTrc,Z7vEA67vU,X5P5g,JQgun",0.71988,-0.75
T6rgs2k,"rJldECp2,zHuizzt7f,pV0OY,eBl2n,6uJnGtoZ,aigV9xlxC,D7CH8,OBg7uYf,wCRNOjDr,CJ4gV2",0.73624,0.143
mJ68oK5oJiN,"H2sJJJl8F,gmyAX1lAZc,55bz9,QS15ds,Vk6vxgV,iJtEzlFJy,9OcEDF4n0,Z5JSqVAgH,SFczBJsi,LK1GWjCk",0.82495,-0.166
H2nWIR,"IewfbPZ,vaVifRl,FSXCu,ywCgTGVJ,mLaOE41VJD,UK13iu55,BHhaTgkVj",0.34067,-0.546
G5jC9adQBlxZLpEWXRA4,"2bYEKmHMk,Oks8ESBnMn,iz4tn,C9PWuybYk,HCFlsf,NFWKEg,rQsxz8vaBe,wyuCAPmLE",0.33744,-0.894
NZbK8AqzEJQltVU5nY,"aPXqSUh,RCQQIq,JOWbAp,rrOprXu,UgaLGE,3aAAjEOpr,rOizcq8CGL,2Hiseq",0.62028,0.934
bfgybg7,"8ov75I,yJw7th,AIDvlIu,ImPwF",0.33101,-0.806
Z4u3T2h,"F82TmQM,1oIFGxgq,q2y4s2Rtn,myG7oTk,oaDkr9XQSo,vagNO,we4qY0,l0cQ9B,YvKfjv,1R4my14O",0.83211,-0.319
YRaJKJmD9,"EXHAfq8tR,nTbrPnUuj,YCpkF,kBbjb5ryoB,70kDtZF0f,PXHrbv07x1,ZO3lL",0.08304,0.605
phjYE7q,"rTOYRq,q9zN0,011Y1d5d,WTNgA8,rIGQRlNoY,Hqwkk,qfRPv8rHGl,5KQWXx,NYOeUcg",0.82095,-0.719
IfK7pgA4y,"Z0D0xP3yE,dqqBV5s,kzZ2o6,u5GRr1B,tJjaBMvqI",0.37239,0.352
GCsnudM3W8Inh25kTtvS,"PH0wW,dr3e5,V0Q47Ejl",0.30977,-0.05
xVU0tqRYB,"bhIfn,MdS25Oxl,IdYMdzL5KW",0.72969,0.983
zWoDxk3RxtCU2pycfL,"eylp3,ujZl87Gd,XRybWggajN,9sV1TlN,Un5xD,owjsE,zzpsUdVY03",0.49289,-0.767
15dAMxr1QZJD86tZXVeC,"uprcX7w,gfhzpqOBHm,i4O8y,9wRwQAN9M",0.57757,-0.92
H8t4Xmq,4AHmISbe,0.67737,-0.316
ROksvR4,"3GVbRYJs,AtIUCNUp,LfhvhY,HGcPoy9,GCyLfS0Y,TiGniSAhV,A9e6kkyk,x6cuCVL,igutL1XDu,HY2wq9Hx0P",0.65685,0.303
PMUBXA37,"4pn0zGgZ,Uxlyo0,IOlzeWZ,Q6mE5Izwg2,IUdPE7,ow0hpL,EaZ3H,Z4fTyMxzz,OZHjYk0DlC",0.21069,-0.677
z7hnqGte,"Uh3E8V2Ig,glDz1FEbyi,VcQzCu,Up8YLl,zxiPBpQA,VpwWoZnskg,4rmv4swt,wTqnzhd",0.8249,0.031
sqyfzZ,"cNZfM1,NaN8M,QndIBb6c11,TAR1v,3zVEEx,eHYhg6XLCZ,Im61vsJyZ,bpGvec,PIkr9th2Ak,oIRz7fh6M",0.74427,-0.912
MnEmVf5lZjg7p,"oqGkUKc7ID,yRKtXSN30,JumnQ,PHX2hBix,1AdcFb5D,Gm016rzqq",0.02456,0.975
FJ04IVjZLiMVSKSjmB,"QkqOZ,Hbk3xa,rEBrf3,qfiNcC4di1,OXmJ7Ag",0.71755,0.969
r1j1nciEhiS1TDiUyrB7,"zmHEJJGu3,9fq9gCax,JcrqHl43w6,LYi7GCx,NQvZu9dEzZ,n37sxsu,SiunX,4TBepoBor,oLg2Rk,s63B9d",0.02143,-0.981
THsDFTkuq8,"YTIada,6pFXz,QLwtf35C,vdYuhDqSbA,HdGZU1",0.06104,0.715
9YwWt3xlH,"ciJU4C,7SUjHtCOuf,34ZFVV5,EQhMF,PcJtj8GiZ0,o8ihMQq,ehEw2,xN9IRI0du",0.31901,0.424
B2hrkSpToJRY7Ys,"Mu2E5V,wjek2Hb",0.8589,-0.331
voKyEU7F,"TvdA3J,TqxrGRL,vEXnl8hKD,eWuqLg,4bJQF5d,AiYkJ",0.83006,-0.994
YaoRLSOXjgqzQ6LfBNz,"8oEZC,bym2hFZZ,HiEkB,mY08RkpnB,GYQFHu,bPLPx7,98Hx9B",0.27587,-0.209
EcaVTullFrnNSDKI,"2P4jVi,Gzc5zoEg,Q8utT,Ik1puFoXz,2fW9ZeOO,pBLOJMQ8MH",0.09923,0.936
Jcl3QYS9DR,"qcjUS8KfD,rmsoEp4v2,u0pDSIwZ8j",0.17484,0.049
a63YZYSAWO0bJtr8anFQ,"n1bVEeS,OKbmV2J0EZ,LzC5UzfVx,xmu6EB5yo6,GuaHe,GkEZ8PA,AeB8dE,Qw3hhHv3,qFOcb3,bXtPqiRc7t",0.47889,0.105
uZeABCQWMB8,"BnENE8U7,orpxPv06ml,gtTGBHN,p6o36f,Zo2ny4,u6oTQ13NL,DiVb9rAh,MWF6P,7B8nxFNz",0.62994,0.601
8EVyJwexpLUX,"9jf9XpIKZ,wC9Sl5q,T6IjV,DJKlHBx4,X7NVxr7,fHjoOklLcJ",0.49882,-0.311
UB3PiBw5B2Vl,"sJPYJ6zGGH,XoguyVvQJ,q0U58,6Lug2E,6ndO4,Rvj7F",0.91512,0.301
plaowr5s4RUpgU24K,WOVyQ5qO,0.03686,-0.3
NJbDKzLTjZKfA0S,"b4WmVhhD,dk7OtYU",0.14967,0.548
6ybS3OcCGee8eC6BN9MS,"DdO8im5F,ac95gVZzLD,AN8QDT,Cd2hPK,t3uFdc9zrB,SHBAk,xq0CNVD,imhcDoM",0.22239,0.09
dB7UcUS6KW7WlplTbEbd,"6UTjZg,ykOjIZ,bxeIYcIQj,xnhytT1p,EOt6RQJaY,f6ud767H,5rbJauFS,pqL3Yl,sL7H0bPRy,C9Drbu8qM1",0.61871,-0.482
2pDge35OT1dckHdGk6g,"zZgZjH4L,x91l7X5AYi,zwpmL303s2",0.286,-0.288
dXW8D8LNhx8f,"hdGzn,TGpAqr,qu6OkqB,w3GVxJG,zWEEw9",0.84678,-0.099
sBMLN7SpnGcQpAMWv0,N49rwkIP,0.94202,0.799
ZrhTXAcRRq,"dGhEVPYY,y4RGTUd6SA,ux9fO,lXkxr,61GW6I4",0.50862,0.472
zrO198eD1Ng,"5LIMSk,QMYCApEc,4qYdyFC8v",0.25717,-0.564
fRisQ3gxu0F8I8Fb139,nIBYczBpt,0.05472,0.066
2pwVtlJRcszU,vfjX5aCd,0.76389,-0.748
FTYA0lP,"cgus6F6,1niRqFR4F,PWUMXV",0.14343,-0.672
w6ATFeos,"ndd0B8GS,lUFYlEdw,JKsDFG,NTFnnvFB,mRwyUb",0.68701,0.896
uaq2gKoTLOwx,"74V5XS,3BkBcNle,26FcyWollP,W3sTNR,lKfPralbf,Wf84J4q",0.78152,0.248
7GRTqZ,"lKfbHWF,M67EdXYGf,c0UGqn,gEm8uGI4b",0.72171,-0.927
kbMMgocKI6o4tH,"hPuijZQ,r6CTwuaBK,sIwoA8m,v6ZMYF6ub,aii5iCwTIs,KkL1McPEge,vhvcxFKwN,iQP6wLpU,b33NRnI,JbGcG5",0.73912,0.454
NHfMuf,"E30rwD9X3,mg7rb2Bfnl,uMOnKAH,x9CMa,3cTZw",0.60478,0.416
twnC5T7g7QX0wiPBRU2,"JEOXEeI,VY8zNZIsfq,Fs7bvZk,qFuro,QwWYhkQ,TXY6SA6x,Qo82xpk",0.88604,0.798
eriPYX5N0ucFRRHd6mW,"mk7i5z,LKXPb2b,fpdMzZ,Rq5muMdsI7,fakHMieo,Cq6mpJDWL",0.61419,-0.279
5SZG5Tnm,"DZ33CN,KW2jSAkR,TsNvb,aGrEwKwi,gyUSA9TDjQ,qV1zVF7I",0.9832,0.862
2M0SUH5Xuuwuz3,"Fon6RLhk6,LZXtt65,hDSglkXY,0nZIrp,0zjFE4z2xg,YPXJmo",0.93179,-0.143
HdvwED8VgvFn8cPU,"6LbQ2,D9vD1j,SZ1o6gwzWt,BCFBBTV,QFm990,AU3oIYa,87617",0.37645,-0.927
oGMdJFXE3hm5SJZw,"VE8avclzi,BEYs4G,6WAyCu,iczCblL,s9eMrav,yDduqj2FKL,5laMqMGH,2echP",0.89339,-0.776
oIKGBBtEiplLuojX,zKG6c,0.5183,0.388
enGBx429,"gkCjwWSmV,sR8JtVbOJm,Z19TJrE5PL,mDcSng4MOg,oR76O,1RfUe",0.93855,0.53
OPsYDuSOtrZCss,"g510f,9gg6l3XfxD,icJQ7,AkhKiA,SUwDi,1SOucu,ht7kwUBB,gVf9kxusM",0.9967,0.017
J7NnxM2OLhZj,"KmDy2B4,Tof1JQ2KGu",0.27677,0.779
r0d0P6HE5f1LYe,"zzSZQX,app6tBx",0.27464,0.192
4dJ5Ru7WOQSEpb,wifese,0.17969,-0.847
DI6kxG33,"oWBNV,7W5cVPPIbt,oX8UEqQZ,hpEKtKcz,D8ljAYT5r,zgUHa,c3ZiylDJG,mmBYBsx,Il0Hez,Vn0vrI",0.61888,-0.541
TlUMRsc0TqAI7Mbk,"Q0peJIBnZh,u9cygxj5,Vm8iwCs,8YXKZEe,1ivrK,jtFoljKMa",0.71237,0.754
SlOlFIxZ5TTTMFByv1Il,"RLZ9VG0JY2,D8uBwYFdo,Obou6qFKpu",0.97239,0.259
44fBmaO,"ZLQIGH,0bu0k,RjnfD8dk,yhWy9Gi,Svvj4k0Fb,ye89S3Gh,sHNEIGqY3",0.2349,0.794
QeBvoqfqs3fSX,"UnKJnu68,QHEVTuS,V09HdSL,7E4jrSu,gEr3KQTXRd,Qgg261JOuf",0.41972,0.45
OxwAF7qN,"XG0GV6AH,R5z8L,vyQjNlnBqS,wJwJTrKV",0.06186,0.745
PEfuKzznCD6,"8sa0VkGBol,DqVRn,q7HNlArF,HSElt",0.53738,0.451
ULz31mTpgUgtnQa4,"WG4dQeByh,GfauYgLK0d,R1Wmi2Fi",0.6153,-0.454
exAh6ApNVoH,"8HyGvX0tKL,OKt0Cg,k7SA6zRC,xTDmV,gDGwGfrK7,cOzyDfxL,MSYQWvremU",0.06983,-0.814
mpBkkoFZVnd8,"SgS3c,Iw8C9aT5,blFHAz,q4Xs3fJ,PZg3IFSR,4EuWY,ubCnoijI,b3K5aP,VZMi99rT5L,A5JujV",0.79382,-0.627
AFdR2p3RMIfiUXos05Vf,"g2XmGpi,DlTDLVk,geNKYjeOx,8vUOYpyup4,Y6jKxt3Bh,mtUWo",0.5563,0.338
uU96Uuqxnc0Qniwm0s1G,"xUOH5Ti9u,is3L6RSC6",0.12127,-0.751
eYwnqXO,"tALfFIuzHb,6KdEVQ3Dno,VFWNbX1Y",0.8014,0.656
UcNxP0UZ4k9R,"eLPn30hrJ,O1XhVv,Tny5S2G,VZgCFDo,e9QVMBPg,0zBxCBK,yQPpCtMXc",0.67135,0.727
HgiIxfS,"bkj8g,Dc0S9Cr7xZ",0.35251,-0.455
MSBt3ipsf1r,"Xxf5cANZ2,Mds2gw7BxZ,CRxoT53hRH,VeURHJ,iv5iTE7LO,jJ0uKKCb1,cmNcL5ep,vgQot,6O0ZyQz",0.65581,-0.62
q5C0t6EulSh8KU2bHY,"AsJ5kI7b,Ofode,mS9HXCukou,9S0drTRY2I",0.40027,0.942
CwsrzyPhccKU4QMpB,"gkmzNp,O7SQghcw3c",0.94784,0.098
SpfuIoxbkw4v0z,"HCJjob9n9k,ikxWQ",0.72867,-0.579
URSXSalcf6vv1vTDt,"kXcqVq,AFC5GsQ0,5TQP4u,plQtCz,d5KwOnwGi,cUaHn,A0Vu8a",0.73473,-0.664
BmiNIWI4eqs7fYhZ9RNe,"1PVyHeSKFP,QSUMd6IKg,TytLCA9i,wmhyr49ej,M0cxwYey7P,904RPd",0.02872,0.517
N7g4g97EpVzDlAxss,ejFyw,0.35736,0.901
s6W3r9GJe0l4XNg5V,2uJSUXni,0.34212,-0.897
mB8v5JkVTPUqyB,"9n90TDQg,l47Xqm,jlaRFLa2IA",0.00378,0.327
5ENRSq2A,"ag7vdDrmEN,9JroR3,IcADSgMoCm,byD5Jmsy0Y,gamP5uQI1Q,1qb0mc6fM0,tria2x3",0.61035,-0.291
vFN4B3i,"ryEMILkOo,0MIZMBtn,rG89E,0LUbF7,qbzSNs3RBi,ZMqi5Z,85dazFcjSA",0.53282,0.438
dIsXpkQSNT,"WAuXZx,rN6wN,y8HaSrT,8OGaU5LTWo,StH0DgV,IpvZMTDks",0.09012,0.316
SF9KRj,"o0PGvrJoEV,5gw3jNXy,36lDfd",0.00725,0.534
rj7vQx9My9vu,"ANjT9c,KhRz8arq,hTyjNxH,JN6ef3,xhablFq,UF6AFANbO,TVZlLoEswr,R0bq002AAQ,FGxyo",0.32781,0.452
7eqOrWWXhmQOzpmkj,"mENLtYDDM,7K62CYq,wC1pxE4q6e,jENg9L,YohJVJZVi,2d9cYh,MIQiX",0.94264,-0.047
4PEiYR83Dp1Z,"YcbrQImL,SmJH1T,EJ0ZZtRv,azAfOWR,nt2Xw59,gpbQ0sC4,PW5Dk,znzVKmAD,ZO87NOHyI,foaXDdintM",0.01377,0.465
PctJqU,"HSgtaE2pCt,UoSx0xF,nCLraV2,65kcnhb",0.40929,0.611
7k4MGEyJ2,"Diz9isZVhc,k7ksC2,6mP79pb,1LV6jw,9bi23bP,IsaSK",0.00149,-0.439
AM3s8OMHUWiRJb,"WFGPYldde,WxZufT,oZHFzX7",0.67069,-0.303
CBQwUdiqkpUoF,"2o6TkCd,9aBrYgbgt,EPB1M7W",0.43234,0.632
ROadpZCQE66R,"6Nh8J0,L8OMyH6,eQy8L3BA,TCEk4AcYRM,Q7z4KLFpl",0.13761,-0.296
UxDtA1KPWXm,"PKU7ef,wdnIA3L,VCPrMc",0.49144,-0.153
jdL1MZX,"HJoQL,VUDBdB",0.51204,-0.723
OzkdlC70fWb6uuaX,"qggnqX,c80qd",0.1285,0.165
gkMkB9DzrHHRimUYNOuD,"iyEqOCj,SwtJztGiv9,oVMV8B",0.90305,-0.961
AlsKnC,"muNlrM,s43Wso8Al,ZnlkH6,1lEhazH6i,jDbhSjG,NikH5Y5ZkQ,JBes0No,xEHSnH",0.23343,-0.688
qsmJ8j1b,"7KcbZ,YBhDpTV,MyipO2,rvdw7QXR",0.22273,0.492
kP3rrQ6Xg5Ms,"v6jKEEgr7j,J2OMSw,AhmSfRH7,tQErBI4sDu,iJ08uV,WPAREZ5JU,h2Rfqb,7NXUT,KkEkWA,mJYOX",0.35485,-0.723
YMn2japCxLYZmzK7,"pVFhi,xMRkvzZ9Q,AnXwu2aj,rHwcgw,GohWX,TlabMwS2w,OI1d3RTW,sDP41,sWzAoD",0.04594,-0.636
lKrYHh,"aoQE9FxVb,yJTn8YhzJB",0.30595,-0.02
9QryQd35L0T,"ub0rE6Y,AbTFD,9WJ2Rj4E,GElv8ppY87",0.02035,0.9
YQbSOxLXqZCdyKHk,"h7dZhhA,cr5KpWeb,PQzpSRH,1FFOzf8A,LpjHU,BMItvFQU,YwJgb2kfH4,LWzAIz,ZALBrmU3",0.94611,0.749
IzlbH4jhh,"l2hHu3,yoo9kC2wH,wuPTLS",0.82045,0.579
iZux3g6w64d0MVMT,"wuFUhOY,owFuW1c3G,A9oLIugRjr,iqyx1ZYGCn,wsBhRnhO,2dj1mL53v",0.44955,-0.739
7R1g0VZMXIo5iSKiyIz,"wBlZa8xNsJ,CIhuwB,EXQHlFm",0.10013,0.19
J5qJRfG3G3x3a,"e5LSFXTg,4kAlL,w0vBew7tMY,RvY4me96ym,AoYuwaOoZ,JFXH7,EwWo3jdf,2DKsNyt,6rw4Llvis,hPUVp62yG",0.9996,-0.721
FM9RrcqFhCKfGUdl,"aVwuq,pmllf,Kcg9ylnwb,Vk9ajv,1T5lZfCPr,tqO6SWjxmO,eBTOOjm9",0.59634,-0.293
8Z8wL61rFvMI,"EfdtNOZLRm,FsukYj1vu",0.53338,-0.743
aHAaM2,"nHxGx,7iGqT,djWi1selH,pmuTe,Y2n4ba,2ytBgnnbQj,Q3vi1tqjYz,ViTwb5TLi,kdekyCRo",0.12784,0.517
ACyUe99FGLQ,"5b0Qka20q,LAkYFgvSrN,n2euhbUY1d,7wcJycRlQ,5p4NFssYf,ZDcZEen,6OJ5Qw",0.42633,0.534
wP7POx,"nV68Y2fAN,hjLXu,F907o,eAvVQIZg,st51Ak,38Q14nCGF,c62yed,e1vqn",0.00478,-0.551
C9k8IY5D6K,"bQws8,PjvDi,fkq1qSnFO,pkzi8wT1,dAiUy,jMJ6g,2phFWekkfy",0.77565,-0.718
dvuf3CaT,"SXnEnCm7,Eo3NJrv5,l6zWwQa,4xaEO,OJPPENn",0.36311,-0.216
4PZpLVyTjVGLg2T5Eh,"kitFuvu,NEh0fZ,Zd3qua,saOGzZ0efe,ANx0v,RBUK8p0,JlpONeR,YlORH5AU,YTbvq",0.40451,0.918
1Kn7ULztZ,"oWumbUOAf,5k8lSrf,mMd4pkc5dW,8mI8U8",0.58102,-0.961
oNRAJGYkFQK4Rpamtd,7sklPtb,0.96796,0.921
Whhz7DASbWs,"fGi4Kom,g58yFz,d7UqVx",0.80364,-0.625
RvJkGhsGayPh,"mBr2Xd,JXC1TV,2oAFhMJZ",0.47483,0.302
kVbdOynb,"DxXrww,HsXW3NI,MGhnC,zJTUIWD6QZ,MV8ZS,RkRJk,bFkEcv",0.72349,-0.231
AvAjOjOqpkQg8wL,"HgTQB,LohYbk,MCs4yNK,QtJsQsb5l,EsA8nabQp,jmZTdan,2T3YG,THNOZin,Nmq5e,WDHAC6SaES",0.97041,-0.778
lxJnFbtWDzB,"eVdsBQj,cwjMr,iWJ0Xl,d3G8C6oBS,q3ByY,7adof,batyWrTc,IDVXf,ow8FUf,LG1yy7sjNa",0.94441,-0.511
ikeleCb6InhVThlRx,4Jf849IWZ,0.48736,-0.845
6dSrre6l8D9H4DdIhybe,"dI2OY8,DlS8MaKJ,qdHbkql,AblGVXGR,oExeGbg,LD02eSu,ItWkIgJK",0.08744,-0.488
o62EpSi,"9GJSF,xXs5gi5xg,M7uHBOUM,Lbii0,kIQAbY6C,IxUnS4,On1k6",0.01044,0.641
JGjqYMsHuhQbbsJ6R,uFZroPQIT,0.58519,0.703
lNXIxuh7ph5pSMDT,"tmSnjowFd,xKsAx,IJSFBS1,vki4dB3",0.35664,-0.045
kxS0ZyoKdsXki1zfO,"mbMfHe,SoPyq,TT8TWn07z,xukuW,4dPEJTyyU,ugA99LNz,uuWO2OxN,EIvyZ",0.11149,-0.173
IWxvJTi2OkYu,XyjbLDa,0.03588,-0.328
1vbXnL,"k4FhEV4,Mq7BT85EUh,UNoCuSQm",0.33357,0.026
kMIYKT7iUxP,"aqkaCVe5,9cNKkeY78O,LKN4FmvLW,ATECp,uq1kGuHgL,7PjoW,hO122b2Ac",0.77572,-0.625
TMVrvRgjtluo,"iN8JE9c,0fk2QQ,iWTHi",0.31673,-0.323
5fb7JCNeADJvCau2pz,"We5sLrQPld,jOoTWk,kBtJjSfEEL,P4YjwS,654bXwwj2o,7H9dTwG,vb9gG9",0.91583,-0.478
aahbeh3JE6d45YQPY,ZxlM3IXxK,0.97875,0.45
yGfEU2EzYD,"ygAcAbFy,Zm6LC,1NRCwB,5eWwS8A6,72vu3zxl,80zFA,f9JaSvr,kLJnt7pYgf",0.09201,0.231
KW9ocdwnuF,"chgYS,HukAMWN,YoI9r8ok9G,KUg24htTbj,eEWAspxK",0.96914,0.561
oXgqrrU1C2d,kDdwtnGR0B,0.88136,0.081
Hw5XG2NDijoo,"uL4tJOZCtN,pKekCvWcny,qjCbvZ,suvk0G17Sc",0.64438,-0.689
VNoaNipPAGvXhzGOZB,"NPx3tZbqxs,Ekqvdo6,vIE8RBWOB,xjq2D",0.65508,-0.666
1xkRgqxr,"pDzO90,y0tij2cHgH,KyVSjIx,DsKXx1,nMLYu,Ra915zl,0F01I,b6iAg4,Nsuze1y,suwP8lm",0.68499,-0.077
mTdR2obDKw,"hbWLjObVrC,5e4U7mL9Q,F8pu0hfw,1CaKYj,QBfW3NT9Kh,KiTCbccxQp,RFVKIh,i4Byu4dsKl,59Aw5",0.45408,-0.844
11pWwGpTJht0H8Fr,"pSxR3ZHY,WcS88ny6,bkUG4W9ey",0.59875,-0.976
HeoVaZQ,"rOv1LM2R,kTkmUcI,IvECcYTCm,aBNbT,75vGbo,NR2Us1GG4",0.37429,-0.079
HdysD6PfNFPTutWb,"FcD5FMfG,tnvxv,vLplI8N6,G9PIie,Lg57Pe",0.08506,-0.718
hdUNJopPVZZGd,"FWryVMf,vfPSprjUDe,LFaLUaO,gDmgM0yy,FcWOaoxlUD",0.57234,0.262
jezXoA4BbgSj10,"JLnQrMjJ,HRJN9OWPWJ,y9nd2bG",0.55112,0.319
UelACyj0kOtH,"6bs7FX,NPUgW3dGaQ,u9xK90ru,6Itv4zi",0.56461,-0.122
Zj49o9lrkn0,"ERdF0I4,G7jHa0RM4l,tZYgrkmml,jRkvZj,qM3Qt9,SFs0Opheo2,otN9zsdj,8jzqyT,XBNTRLP",0.30184,0.691
fH1CNZnWhIcTAX1zdfvR,"Lp1g80,WNFvXI,o4kLuB,pPD3UVFGCC,dBs9yxNiLE,dI2C7z",0.50398,0.457
PNQcWBjrnzcqtcl3C9,"cEEs3EEqL1,BdeIIdjQx,JyQTEz,nYODEhWbj3,dZTHfvS,0ROTK1aZ6K,wOHZC1z,Af3QqZM4,Z2UMuz",0.53933,-0.352
LCmLoaK9UCi,"F6yu4,ml2YBTL27L",0.03302,0.044
nlrSw534Uh5,"qfM5YqK,ybttAhdybT,AZw1SIv5nV,mjjg6,QewcHua1j,is1Mh,Lhq5Ak,WwiJLRod7a,7b8Wb,b1dV3LeU",0.08315,-0.803
66chgMpEmwk6a6T41uWb,"zw2lQ,jpIZqrOrLS,IrvAY,jyr49,PALE6NGCj,tEDvFwEZo,676QpW9dX,9aXBhQAC",0.31086,-0.612
fqzwoh,"ACfkhw,9H7ejzKGJ,AAMiZ6,5Ltni,vTrPhW,gaUfINu,V0AaXBMx,m2V6RS2,hcSUJie6",0.73474,0.486
hjfZdHCI,"e4uQC,iEKhd9HOWU,VlSGMUVT",0.11191,-0.65
iwdGTrNcq,"pxpqm,sXu7M,C2t6Mk,MgBZa9S",0.02636,-0.435
pPAvO2SIrkvgw,"DcQRd5zHey,tiUCx,ZTBm9Sa,4kjOpSQ9Fo,pAv94pP,JlzyT9HTh,GFJQmt88,riEBe,gpqH7Q",0.74485,-0.691
BIV6dMXKzDmAsi5K1,"M4GaV5,qjULAXUyP5,4L2FYmZz7,zvjDaAdSR,xipxTosj",0.62416,0.829
fUVprk5KcL,"il0t4x,to1PuZ,HxC17NogYR,Ezx6nsV4",0.09613,0.741
SeGJKRoalTI0B9hPEXs,"oOpJx,EbKk7Cei68,w8akwrqwBa,hAn0Vgj6UG,J8cd8RjNNl",0.11625,0.247
14TuH68MRKJY,"3fM0a,8lpiH9P,IUQXCtlX,UGHTa4U",0.29654,-0.101
lk4ViwXXnSx,"FpGOkF,mRpFC,vNMu3QL,QRAzUw",0.90726,0.493
5S2zZp,"9U3pafq,xjOOBf,IjmSbSkEgD",0.66141,0.607
kI1SHEn3C49,"FPk4WPFqC,fH282ln8T8,deMYeD4,elzSiNV",0.84837,0.791
6a0FPDrX2Nb,"kb8eVAU,dKZwj",0.22768,-0.13
EfB5Z7jK37nQAR,"DrGwM,Of0weBS",0.5881,0.622
tLOGbI3,"vZ4Xtysc,kEtsBoU,qmyChIz,lz8zhQ7E,vpIowshgFJ",0.99187,0.881
junMhGzeo,"DnN3ybU1,HDZnK,e2i3v,q5VskdNoK6,RCp8hzXtea,wrlLvXxi",0.19793,0.081
0y8RfYv8,"uT0NcH9,IjlQV1,1kMABthy,XejPgV5np,gESjC,vKcV0EWWx,bQrk3bvV7a,bT7wqQQUHB",0.2594,-0.034
BNzpUCc1ckj1,"Mr6dl,NqfP8OV1x,X5ZdVUXW,it7sJm,R6Q9ZyIH",0.19757,-0.656
XG2V2e4IEMluFT,TmhCX2SYNf,0.40186,-0.036
mTlWLL692eo0,"k2eQTjFV,BLakofE,uYuXWl8j1,OYb4ylNK,SGX9z9i,IVYoYFh,4pcUoPis,5emzURP0b",0.91949,-0.218
Stg0Q5GQNZmWqDvM,VvEIOrEkD,0.7271,-0.657
o0IucXM6Fo8Pw26ZKEhl,"blr30a,IeHawBH,yGBrRZXMzU",0.30254,0.713
